GROUPE,SOUSGROUPE,ALIMENT,CALORIES,PROTEINES,GLUCIDES,LIPIDES,FRUCTOSE,SUCRES,GALACTOSE,GLUCOSE,LACTOSE,MALTOSE,SACCHAROSE,AMIDON
"pâtes, riz et céréales",produits céréaliers,"Polenta ou semoule de maïs, cuite, non salée",77.5,1.38,16.9,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15.3
"pâtes, riz et céréales",produits céréaliers,"Graine de couscous (semoule de blé dur précuite), cuite, non salée",157.0,5.0,31.0,1.0,0.2,1.6,0.2,0.2,0.2,1.4,0.2,26.1
"pâtes, riz et céréales",produits céréaliers,"Boulgour de blé, cuit, non salé",111.0,4.0,21.7,0.5,0.2,0.0,0.2,0.2,0.2,0.2,0.2,18.4
"pâtes, riz et céréales",produits céréaliers,"Pâtes sèches standard, cuites, non salées",126.0,4.38,25.0,0.55,0.2,0.6,0.0,0.2,0.2,0.6,0.2,21.7
"pâtes, riz et céréales",produits céréaliers,"Pâtes fraîches, aux oeufs, cuites, non salées",168.0,6.31,32.0,1.3,0.5,0.0,0.0,0.5,0.5,0.5,0.5,17.5
"pâtes, riz et céréales",produits céréaliers,"Pâtes sèches, aux oeufs, cuites, non salées",134.0,4.94,23.0,2.0,0.2,0.8,0.0,0.2,0.2,0.8,0.2,19.7
"pâtes, riz et céréales",produits céréaliers,"Pâtes sèches, sans gluten, cuites, non salées",163.0,3.25,34.4,1.1,0.2,0.49,0.0,0.19,0.2,0.2,0.29,34.0
"pâtes, riz et céréales",produits céréaliers,"Pâtes sèches, au blé complet, cuites, non salées",128.0,4.88,23.4,0.9,0.2,0.6,0.0,0.2,0.2,0.6,0.2,21.6
"pâtes, riz et céréales",produits céréaliers,"Pâtes, sans gluten, à base de riz et maïs, cuites à l'eau, non salées",170.0,3.38,36.6,0.8,0.1,0.0,0.1,0.1,0.1,0.1,0.1,36.2
"pâtes, riz et céréales",produits céréaliers,"Pâtes, sans gluten, à base de lentilles corail, cuites à l'eau, non salées",168.0,12.6,25.1,0.8,0.1,1.03,0.1,0.45,0.1,0.1,0.58,22.0
"pâtes, riz et céréales",produits céréaliers,"Vermicelle de riz, cuite, non salée",89.3,1.5,20.1,0.5,0.2,0.2,0.0,0.2,0.2,0.2,0.2,19.3
"pâtes, riz et céréales",produits céréaliers,"Vermicelle de soja, cuite, non salée",61.2,0.63,14.4,0.1,0.5,0.0,0.0,0.5,0.5,0.5,0.5,14.4
"pâtes, riz et céréales",produits céréaliers,"Gnocchi à la semoule, cuit",185.0,5.6,34.4,2.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
"pâtes, riz et céréales",produits céréaliers,"Gnocchi à la pomme de terre, cuit",177.0,5.01,33.6,2.05,0.2,1.1,0.0,0.2,0.2,1.0,0.2,29.3
"pâtes, riz et céréales",produits céréaliers,"Frik (blé dur immature concassé), cuit, non salé",76.0,2.19,14.0,0.48,0.5,0.0,0.0,0.5,0.5,0.5,0.5,12.1
"pâtes, riz et céréales",produits céréaliers,"Épeautre, cru",344.0,15.6,59.5,2.43,0.24,6.68,0.0,0.82,0.0,5.04,0.58,52.8
"pâtes, riz et céréales",produits céréaliers,"Blé de Khorasan, cru",342.0,15.6,59.5,2.13,0.11,7.74,0.0,0.61,0.0,6.48,0.54,51.7
"pâtes, riz et céréales",produits céréaliers,"Blé tendre entier ou froment, cru",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"pâtes, riz et céréales",produits céréaliers,"Blé germé, cru",211.0,8.03,41.4,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"pâtes, riz et céréales",produits céréaliers,"Blé dur entier, cru",343.0,13.0,62.4,2.24,0.0,3.17,0.0,0.0,0.0,0.0,0.54,59.2
"pâtes, riz et céréales",produits céréaliers,"Blé dur précuit, entier, cru",359.0,14.7,67.7,1.83,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0
"pâtes, riz et céréales",produits céréaliers,"Riz blanc, cru",352.0,7.4,78.0,0.91,0.1,0.16,0.0,0.1,0.1,0.1,0.16,77.8
"pâtes, riz et céréales",produits céréaliers,"Riz blanc étuvé, cru",356.0,7.47,78.6,0.98,0.02,0.4,0.0,0.11,0.067,0.067,0.26,72.1
"pâtes, riz et céréales",produits céréaliers,"Riz complet, cru",350.0,7.38,71.4,2.8,0.5,0.66,0.0,0.5,0.5,0.5,0.5,70.7
"pâtes, riz et céréales",produits céréaliers,"Riz sauvage, cru",344.0,11.7,69.2,0.94,0.5,2.5,0.0,0.5,0.5,0.5,0.9,64.0
"pâtes, riz et céréales",produits céréaliers,"Riz rouge, cru",352.0,8.38,70.6,3.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,58.4
"pâtes, riz et céréales",produits céréaliers,"Riz thaï ou basmati, cru",353.0,8.06,77.8,0.84,0.2,0.17,0.0,0.2,0.2,0.2,0.17,0.0
"pâtes, riz et céréales",produits céréaliers,"Riz thaï ou basmati, cuit, non salé",0.0,3.0,28.3,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.2,26.4
"pâtes, riz et céréales",produits céréaliers,"Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru",355.0,7.5,78.1,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
"pâtes, riz et céréales",produits céréaliers,"Maïs entier, cru",346.0,8.1,67.2,3.7,0.0,1.6,0.0,0.0,0.0,0.0,0.0,64.1
"pâtes, riz et céréales",produits céréaliers,"Avoine, crue",378.0,18.1,55.7,6.9,0.0,1.2,0.0,0.0,0.0,0.0,0.0,52.6
"pâtes, riz et céréales",produits céréaliers,"Orge entière, crue",334.0,13.4,56.2,2.3,0.0,0.8,0.0,0.0,0.0,0.0,0.0,52.2
"pâtes, riz et céréales",produits céréaliers,"Orge perlée, crue",346.0,10.6,68.6,1.16,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
"pâtes, riz et céréales",produits céréaliers,"Mil entier, cru",359.0,11.8,64.3,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"pâtes, riz et céréales",produits céréaliers,"Quinoa, cru",358.0,14.1,58.1,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.2
"pâtes, riz et céréales",produits céréaliers,"Amarante, crue",369.0,14.5,58.6,7.02,0.0099,1.68,0.0,0.27,0.0,0.0099,1.39,56.9
"pâtes, riz et céréales",produits céréaliers,"Sorgho entier, cru",349.0,10.6,65.4,3.46,0.0,2.48,0.0,0.0,0.0,0.0,0.0,62.9
"pâtes, riz et céréales",produits céréaliers,"Sarrasin entier, cru",356.0,12.9,64.6,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"pâtes, riz et céréales",produits céréaliers,"Seigle entier, cru",334.0,10.5,61.0,1.97,0.21,0.98,0.0,0.28,0.0,0.0,0.49,53.8
"pâtes, riz et céréales",produits céréaliers,"Semoule de blé dur, crue",352.0,12.0,71.6,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"pâtes, riz et céréales",produits céréaliers,"Semoule de blé dur, cuite, non salée",122.0,3.75,24.0,0.8,0.2,3.0,0.0,0.2,0.2,3.0,0.2,14.6
"pâtes, riz et céréales",produits céréaliers,"Mélange de céréales et légumineuses, cru",354.0,15.0,59.0,4.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0
"pâtes, riz et céréales",produits céréaliers,"Polenta ou semoule de maïs, précuite, sèche",350.0,7.88,74.0,1.8,0.5,0.0,0.0,0.5,0.5,0.5,0.5,68.0
"pâtes, riz et céréales",produits céréaliers,"Graine de couscous (semoule de blé dur précuite), crue",365.0,13.2,72.7,1.45,0.0,2.95,0.0,0.2,0.0,1.8,0.6,64.7
"pâtes, riz et céréales",produits céréaliers,"Boulgour de blé, cru",351.0,12.4,66.8,1.71,0.0,0.41,0.0,0.0,0.0,0.0,0.41,60.0
"pâtes, riz et céréales",produits céréaliers,"Pâtes sèches standard, crues",336.0,12.6,65.8,1.79,0.08,2.12,0.0,0.085,0.033,1.38,0.44,62.5
"pâtes, riz et céréales",produits céréaliers,"Pâtes fraîches, aux oeufs, crues",283.0,11.1,53.8,1.87,0.0,2.54,0.0,0.0,0.0,0.0,0.0,0.0
"pâtes, riz et céréales",produits céréaliers,"Pâtes sèches, aux oeufs, crues",381.0,15.2,68.0,4.72,0.0,2.19,0.0,0.1,0.0,1.51,0.26,0.0
"pâtes, riz et céréales",produits céréaliers,"Pâtes ou nouilles asiatiques au blé et aux oeufs, crues, nature",371.0,13.0,71.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
"pâtes, riz et céréales",produits céréaliers,"Pâtes sèches, au blé complet, crues",353.0,12.6,67.6,2.2,0.5,1.8,0.0,0.5,0.5,1.8,0.5,65.1
"pâtes, riz et céréales",produits céréaliers,"Pâtes sèches, sans gluten, crues",356.0,6.61,79.0,1.24,0.0,0.38,0.0,0.2,0.0,0.2,0.26,0.0
"pâtes, riz et céréales",produits céréaliers,"Vermicelle de riz, sèche",365.0,7.81,80.5,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,63.0
"pâtes, riz et céréales",produits céréaliers,"Vermicelle de soja, sèche",344.0,0.63,84.7,0.14,0.5,1.38,0.0,0.5,0.5,0.5,0.5,77.0
"pâtes, riz et céréales",produits céréaliers,"Gnocchi à la pomme de terre, cru",176.0,4.66,35.0,1.42,0.3,3.18,0.0,0.3,0.0,0.21,0.25,0.0
"pâtes, riz et céréales",produits céréaliers,"Gnocchi à la semoule, cru",200.0,6.2,37.0,2.6,0.3,9.9,0.0,0.3,0.0,0.3,0.2,0.0
"pâtes, riz et céréales",produits céréaliers,"Frik (blé dur immature concassé), cru",323.0,10.3,55.8,2.25,0.5,0.0,0.0,0.5,0.5,0.5,0.5,30.2
pains et assimilés,produits céréaliers,"Pain, baguette, courante",287.0,9.06,58.3,1.4,0.2,2.3,0.0,0.2,0.2,2.3,0.2,48.3
pains et assimilés,produits céréaliers,"Pain, baguette ou boule, au levain",261.0,8.13,53.1,1.3,0.2,2.4,0.0,0.2,0.0,2.01,0.0,49.3
pains et assimilés,produits céréaliers,"Pain, baguette, de tradition française",279.0,8.94,56.6,1.0,0.2,2.1,0.0,0.2,0.2,2.1,0.2,48.7
pains et assimilés,produits céréaliers,"Pain, baguette ou boule, bis (à la farine T80 ou T110) ",265.0,9.43,54.0,0.33,0.2,2.39,0.0,0.1,0.0,2.09,0.0,49.5
pains et assimilés,produits céréaliers,"Pain courant, 400g ou boule",266.0,8.67,52.0,2.0,0.2,0.0,0.0,0.1,0.0,0.0,0.05,0.0
pains et assimilés,produits céréaliers,"Pain, baguette ou boule, bio (à la farine T55 jusqu'à T110)",257.0,9.52,49.9,1.19,0.1,1.37,0.0,0.1,0.0,1.16,0.0,44.3
pains et assimilés,produits céréaliers,"Pain, baguette ou boule, de campagne",253.0,8.25,50.0,1.3,0.3,2.5,0.0,0.2,0.2,2.0,0.2,40.4
pains et assimilés,produits céréaliers,Pain complet ou intégral (à la farine T150),244.0,9.19,44.3,1.8,0.3,2.2,0.0,0.2,0.2,1.9,0.2,35.1
pains et assimilés,produits céréaliers,"Pain de mie, complet",262.0,9.33,43.7,4.06,1.4,5.69,0.0,1.9,0.5,0.5,0.5,34.7
pains et assimilés,produits céréaliers,"Pain de mie, au son",278.0,7.5,46.0,5.5,0.0,3.53,0.0,0.0,0.0,0.0,0.0,30.0
pains et assimilés,produits céréaliers,"Pain de mie, multicéréale",274.0,9.66,43.6,5.41,1.11,4.42,0.0,1.66,0.2,1.66,0.2,39.1
pains et assimilés,produits céréaliers,Pain au son,249.0,8.8,44.4,2.6,0.2,2.04,0.0,0.1,0.0,1.74,0.0,42.3
pains et assimilés,produits céréaliers,"Pain de seigle, et froment",260.0,9.06,51.5,1.0,0.3,2.4,0.0,0.2,0.2,2.1,0.2,44.4
pains et assimilés,produits céréaliers,"Pain, sans gluten",261.0,2.75,51.8,3.3,1.5,4.9,0.0,1.8,0.2,1.6,0.2,41.1
pains et assimilés,produits céréaliers,"Pain, baguette, sans sel",279.0,9.1,56.5,1.3,0.1,8.6,0.0,0.1,0.1,2.45,0.1,0.0
pains et assimilés,produits céréaliers,Pain panini,272.0,8.4,55.9,1.1,0.0,2.3,0.0,0.0,0.0,0.0,0.0,48.3
pains et assimilés,produits céréaliers,Pain pita,259.0,8.26,53.0,0.92,0.7,2.18,0.0,1.3,0.5,0.5,0.5,48.0
pains et assimilés,produits céréaliers,"Pain de mie, courant",278.0,7.81,52.3,3.6,1.1,7.8,0.2,1.9,0.2,4.1,0.7,33.5
pains et assimilés,produits céréaliers,"Pain de mie, sans croûte, préemballé",271.0,8.25,49.5,3.8,1.5,9.2,0.2,1.1,0.2,4.5,2.1,31.9
pains et assimilés,produits céréaliers,"Pain de mie brioché, préemballé",309.0,8.63,52.4,6.5,2.77,11.5,0.1,2.47,0.38,4.41,1.5,28.6
pains et assimilés,produits céréaliers,"Pain, baguette ou boule, aux céréales et graines, artisanal",269.0,10.5,46.9,3.2,0.2,2.2,0.0,0.3,0.2,1.9,0.2,39.1
pains et assimilés,produits céréaliers,"Muffin anglais, complet, petit pain spécial, préemballé",217.0,13.7,32.9,1.87,0.35,2.13,0.0,0.16,0.1,1.62,0.1,30.7
pains et assimilés,produits céréaliers,"Muffin anglais, petit pain spécial, préemballé",228.0,11.6,39.6,1.88,0.72,4.25,0.0,0.39,0.1,3.08,0.058,35.4
pains et assimilés,produits céréaliers,Bagel,272.0,10.2,47.3,3.98,1.38,5.36,0.0,0.82,0.0,3.08,0.0,0.0
pains et assimilés,produits céréaliers,"Pain pour hamburger ou hot dog (bun), préemballé",293.0,9.95,49.7,5.35,1.14,5.88,0.0,2.85,0.2,1.9,0.4,42.7
pains et assimilés,produits céréaliers,Pain blanc maison (avec farine pour machine à pain),256.0,8.56,52.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.4
pains et assimilés,produits céréaliers,Pain de campagne maison (avec farine pour machine à pain),240.0,8.75,46.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.3
pains et assimilés,produits céréaliers,"Pain pour hamburger ou hot dog (bun), complet, préemballé",285.0,9.75,46.3,5.75,0.0,5.38,0.0,0.0,0.0,0.0,0.0,0.0
pains et assimilés,produits céréaliers,"Bretzel, pain frais",330.0,10.1,54.6,7.1,0.66,3.58,0.1,0.52,0.41,1.99,0.1,44.8
pains et assimilés,produits céréaliers,"Tortilla souple (à garnir), à base de maïs",313.0,9.06,54.7,5.8,0.2,2.6,0.0,1.1,0.2,1.3,0.2,40.0
pains et assimilés,produits céréaliers,"Tortilla souple (à garnir), à base de blé",327.0,9.15,52.1,8.2,0.2,1.55,0.0,0.48,0.2,1.07,0.2,50.6
pains et assimilés,produits céréaliers,Blini,0.0,5.98,33.7,11.2,0.2,3.14,0.0,0.2,1.4,0.6,0.2,29.3
pains et assimilés,produits céréaliers,"Pain grillé, domestique",317.0,10.4,64.0,1.3,0.2,1.4,0.2,0.2,0.2,0.2,1.4,54.3
pains et assimilés,produits céréaliers,Biscotte classique,409.0,10.8,76.6,5.9,2.6,6.8,0.2,1.7,0.2,2.5,0.2,59.5
pains et assimilés,produits céréaliers,Biscotte briochée,417.0,11.9,69.0,9.28,0.0,9.01,0.0,0.0,0.0,0.0,0.0,59.4
pains et assimilés,produits céréaliers,Biscotte sans adjonction de sel,405.0,11.4,74.0,5.88,0.0,5.67,0.0,0.75,0.0,2.98,1.13,67.5
pains et assimilés,produits céréaliers,Biscotte multicéréale,398.0,12.9,66.7,7.22,0.9,5.4,0.0,2.6,0.5,0.5,0.5,61.3
pains et assimilés,produits céréaliers,Biscotte complète ou riche en fibres,393.0,12.8,67.0,6.17,0.6,4.32,0.0,1.5,0.5,0.5,0.5,60.8
pains et assimilés,produits céréaliers,Crackers de table au froment,450.0,8.5,75.0,12.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,70.8
pains et assimilés,produits céréaliers,Galette de riz soufflé complet,385.0,7.69,80.5,3.0,0.2,0.73,0.0,0.2,0.2,0.2,0.6,71.7
pains et assimilés,produits céréaliers,Galette multicéréales soufflée,394.0,8.86,82.4,2.5,0.1,0.98,0.0,0.1,0.1,0.1,0.95,0.0
pains et assimilés,produits céréaliers,Galette de maïs soufflé,0.0,7.44,0.0,1.7,0.1,0.3,0.0,0.1,0.1,0.1,0.3,0.0
pains et assimilés,produits céréaliers,"Pain grillé, tranches, au froment",404.0,10.7,74.4,6.16,0.1,5.28,0.0,0.27,0.65,1.46,2.73,66.7
pains et assimilés,produits céréaliers,"Pain grillé brioché, tranché, préemballé",419.0,11.6,70.8,9.19,4.21,11.0,0.0,4.43,0.075,2.29,0.1,59.0
pains et assimilés,produits céréaliers,Pain grillé suédois au froment,402.0,9.75,68.5,8.25,1.9,6.2,0.0,2.6,0.5,0.5,1.7,56.9
pains et assimilés,produits céréaliers,Pain grillé suédois aux graines de lin,396.0,11.3,63.0,9.0,0.0,4.67,0.0,0.0,0.0,0.0,0.0,58.3
pains et assimilés,produits céréaliers,"Tartine craquante, extrudée et grillée",379.0,10.9,73.7,3.57,0.5,6.36,0.0,2.2,0.5,0.5,4.0,67.3
pains et assimilés,produits céréaliers,Pain grillé suédois au blé complet,398.0,11.5,66.4,8.0,0.65,2.0,0.0,1.35,0.5,0.5,0.5,54.8
pains et assimilés,produits céréaliers,Pain grillé suédois aux fruits,401.0,8.75,70.8,8.0,0.0,13.0,0.0,5.3,0.0,2.55,1.6,55.5
pains et assimilés,produits céréaliers,"Pain grillé, tranches, multicéréale",419.0,12.1,68.8,9.3,0.0,3.68,0.0,0.57,0.0,2.33,0.22,63.0
pains et assimilés,produits céréaliers,Croûton à tartiner,374.0,13.5,70.0,2.85,0.0,7.5,0.0,0.0,0.0,0.0,0.0,62.5
pains et assimilés,produits céréaliers,"Croûtons nature, préemballés",495.0,9.19,59.1,24.1,0.4,4.0,0.0,0.2,1.2,2.4,0.2,48.0
pains et assimilés,produits céréaliers,Chapelure,374.0,12.7,70.0,3.77,0.7,6.9,0.0,3.3,0.5,2.9,0.5,56.5
pains et assimilés,produits céréaliers,Gressin,433.0,13.9,65.3,11.8,0.27,2.06,0.0,0.17,0.1,1.62,0.1,56.2
pains et assimilés,produits céréaliers,"Croûton à l'ail aux fines herbes ou aux oignons, préemballé",492.0,8.81,58.9,24.1,0.5,11.8,0.0,0.89,0.2,0.5,9.92,46.1
biscuits apéritifs,produits céréaliers,"Pop-corn ou Maïs éclaté, à l'huile, salé",485.0,11.0,52.6,23.8,0.2,0.57,0.0,0.2,0.2,0.2,0.57,52.0
biscuits apéritifs,produits céréaliers,"Pop-corn ou Maïs éclaté, à l'air, non salé",417.0,10.2,60.0,12.3,0.07,0.87,0.0,0.07,0.0,0.0,0.72,54.4
biscuits apéritifs,produits céréaliers,"Pop-corn ou Maïs éclaté, au caramel",418.0,3.0,85.4,6.5,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
biscuits apéritifs,produits céréaliers,Chips de crevette,508.0,3.1,63.7,26.6,0.0,7.1,0.0,0.17,0.0,0.2,6.93,42.5
biscuits apéritifs,produits céréaliers,Chips de maïs ou tortilla chips,495.0,6.56,59.5,24.7,0.31,2.62,0.063,0.4,1.01,0.0,0.84,56.9
biscuits apéritifs,produits céréaliers,"Biscuit apéritif soufflé, à base de pomme de terre",484.0,4.25,60.5,24.1,0.0,1.61,0.0,0.0,0.0,0.0,0.0,58.9
biscuits apéritifs,produits céréaliers,"Biscuit apéritif, mini bretzel ou sticks",379.0,11.2,74.4,3.13,0.2,2.02,0.0,0.2,0.2,1.6,0.03,72.3
biscuits apéritifs,produits céréaliers,"Biscuit apéritif soufflé, à base de pomme de terre et de soja",409.0,19.0,58.3,9.33,0.0,7.17,0.0,0.0,0.0,0.0,0.0,0.0
biscuits apéritifs,produits céréaliers,"Biscuit apéritif soufflé, à base de maïs, sans cacahuète",489.0,6.96,62.1,23.0,0.0,2.79,0.0,0.2,0.0,0.2,0.3,57.1
biscuits apéritifs,produits céréaliers,"Biscuit apéritif, crackers, garni ou fourré, au fromage",537.0,13.8,46.3,32.2,0.21,5.38,0.0,0.29,0.86,0.99,1.9,41.0
biscuits apéritifs,produits céréaliers,"Biscuit apéritif, crackers, nature",499.0,10.5,59.0,23.9,0.16,5.44,0.0,0.39,0.2,1.81,3.07,53.5
biscuits apéritifs,produits céréaliers,"Biscuit apéritif, crackers, nature, allégé en matière grasse",410.0,6.53,73.1,9.33,0.0,3.97,0.0,0.0,0.0,0.0,0.0,67.0
biscuits apéritifs,produits céréaliers,"Biscuit apéritif soufflé, à base de maïs, à la cacahuète",487.0,13.3,54.8,22.9,0.0,3.13,0.0,0.0,0.0,0.0,0.0,51.6
biscuits apéritifs,produits céréaliers,"Biscuit apéritif à base de pomme de terre, type tuile salée",521.0,4.63,59.1,28.8,0.2,2.86,0.0,1.1,0.2,1.0,0.5,56.2
biscuits apéritifs,produits céréaliers,"Cacahuètes (arachide) enrobées d'un biscuit, pour apéritif",518.0,15.8,45.4,29.7,0.0,4.51,0.0,0.0,0.0,0.0,0.0,39.3
biscuits apéritifs,produits céréaliers,Biscuit apéritif feuilleté,509.0,12.3,53.7,26.5,0.044,1.86,0.0,0.12,0.079,1.42,0.19,49.6
biscuits apéritifs,produits céréaliers,"Crêpe dentelle (pour apéritif) au fromage, préemballée",555.0,9.3,48.8,35.6,0.0,14.2,0.0,0.0,0.0,0.0,0.0,33.7
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, entrecôte, partie maigre, grillée/poêlée",198.0,25.5,0.1,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, braisé",240.0,32.1,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, gîte à la noix, cuit",102.0,21.0,0.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, faux-filet, rôti/cuit au four",194.0,28.8,0.0,8.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, faux-filet, grillé/poêlé",182.0,27.1,0.0,8.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, plat de côtes, braisé",269.0,37.3,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, hampe, grillée/poêlée",174.0,21.6,0.0,9.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, joue, braisée ou bouillie",236.0,39.2,0.0,8.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, jarret, bouilli/cuit à l'eau",161.0,31.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, tende de tranche, grillée/poêlée",141.0,28.7,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, tende de tranche, rôtie/cuite au four",146.0,29.8,0.0,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, steak ou bifteck, grillé",128.0,27.6,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, onglet, grillé",171.0,23.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, rumsteck, grillé",123.0,25.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, boule de macreuse, grillée/poêlée",144.0,26.7,0.0,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, rosbif, rôti/cuit au four",117.0,21.9,0.3,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, bavette d'aloyau, grillée/poêlée",162.0,25.0,0.0,6.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, boule de macreuse, rôtie/cuite au four",147.0,27.3,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, à bourguignon ou pot-au-feu, cuit",172.0,34.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, collier, braisé",184.0,33.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, steak haché 5% MG, cuit",155.0,25.5,0.0,5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, steak haché 10% MG, cuit",210.0,26.1,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, steak haché 15% MG, cuit",239.0,23.6,0.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, steak haché 20% MG, cuit",265.0,23.0,0.14,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, paleron, braisé ou bouilli",251.0,36.8,0.2,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viandes cuites,"viandes, œufs, poissons et assimilés","Boeuf, queue, bouillie/cuite à l'eau",196.0,28.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
